MetricObserved,Year,IncomeGroup,RegionCode,RegionDisplay,CountryCode,CountryDisplay,SexCode,SexDisplay,Numeric,beer_servings,spirit_servings,wine_servings
Life expectancy at age 60 (years),1990,Upper_middle_income,AMR,Americas,ARG,Argentina,FMLE,Female,22,193,25,221
Life expectancy at age 60 (years),1990,Upper_middle_income,AMR,Americas,ARG,Argentina,MLE,Male,17,193,25,221
Life expectancy at birth (years),2013,,EUR,Europe,ARM,Armenia,BTSX,Both sexes,71.02699,21,179,11
Life expectancy at birth (years),2013,,EUR,Europe,ARM,Armenia,FMLE,Female,75.20872,21,179,11
Life expectancy at birth (years),2013,,EUR,Europe,ARM,Armenia,MLE,Male,67.32465,21,179,11
Life expectancy at birth (years),2012,Lower_middle_income,EUR,Europe,ARM,Armenia,BTSX,Both sexes,71,21,179,11
Life expectancy at birth (years),2012,Lower_middle_income,EUR,Europe,ARM,Armenia,FMLE,Female,75,21,179,11
Life expectancy at birth (years),2012,Lower_middle_income,EUR,Europe,ARM,Armenia,MLE,Male,67,21,179,11
Life expectancy at birth (years),2000,Lower_middle_income,EUR,Europe,ARM,Armenia,BTSX,Both sexes,71,21,179,11
Life expectancy at birth (years),2000,Lower_middle_income,EUR,Europe,ARM,Armenia,FMLE,Female,74,21,179,11
Life expectancy at birth (years),2000,Lower_middle_income,EUR,Europe,ARM,Armenia,MLE,Male,68,21,179,11
Life expectancy at birth (years),1990,Lower_middle_income,EUR,Europe,ARM,Armenia,BTSX,Both sexes,67,21,179,11
Life expectancy at birth (years),1990,Lower_middle_income,EUR,Europe,ARM,Armenia,FMLE,Female,71,21,179,11
Life expectancy at birth (years),1990,Lower_middle_income,EUR,Europe,ARM,Armenia,MLE,Male,63,21,179,11
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,EUR,Europe,ARM,Armenia,BTSX,Both sexes,62.4,21,179,11
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,EUR,Europe,ARM,Armenia,FMLE,Female,65.8,21,179,11
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,EUR,Europe,ARM,Armenia,MLE,Male,59.5,21,179,11
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,EUR,Europe,ARM,Armenia,BTSX,Both sexes,62.3,21,179,11
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,EUR,Europe,ARM,Armenia,FMLE,Female,65.6,21,179,11
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,EUR,Europe,ARM,Armenia,MLE,Male,59.4,21,179,11
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,EUR,Europe,ARM,Armenia,BTSX,Both sexes,62.1,21,179,11
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,EUR,Europe,ARM,Armenia,FMLE,Female,64.5,21,179,11
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,EUR,Europe,ARM,Armenia,MLE,Male,59.6,21,179,11
Life expectancy at age 60 (years),2013,,EUR,Europe,ARM,Armenia,BTSX,Both sexes,16.90703,21,179,11
Life expectancy at age 60 (years),2013,,EUR,Europe,ARM,Armenia,FMLE,Female,19.22925,21,179,11
Life expectancy at age 60 (years),2013,,EUR,Europe,ARM,Armenia,MLE,Male,14.63461,21,179,11
Life expectancy at age 60 (years),2012,Lower_middle_income,EUR,Europe,ARM,Armenia,BTSX,Both sexes,17,21,179,11
Life expectancy at age 60 (years),2012,Lower_middle_income,EUR,Europe,ARM,Armenia,FMLE,Female,19,21,179,11
Life expectancy at age 60 (years),2012,Lower_middle_income,EUR,Europe,ARM,Armenia,MLE,Male,15,21,179,11
Life expectancy at age 60 (years),2000,Lower_middle_income,EUR,Europe,ARM,Armenia,BTSX,Both sexes,18,21,179,11
Life expectancy at age 60 (years),2000,Lower_middle_income,EUR,Europe,ARM,Armenia,FMLE,Female,19,21,179,11
Life expectancy at age 60 (years),2000,Lower_middle_income,EUR,Europe,ARM,Armenia,MLE,Male,16,21,179,11
Life expectancy at age 60 (years),1990,Lower_middle_income,EUR,Europe,ARM,Armenia,BTSX,Both sexes,16,21,179,11
Life expectancy at age 60 (years),1990,Lower_middle_income,EUR,Europe,ARM,Armenia,FMLE,Female,18,21,179,11
Life expectancy at age 60 (years),1990,Lower_middle_income,EUR,Europe,ARM,Armenia,MLE,Male,14,21,179,11
Life expectancy at birth (years),2013,,WPR,Western Pacific,AUS,Australia,BTSX,Both sexes,82.58784,261,72,212
Life expectancy at birth (years),2013,,WPR,Western Pacific,AUS,Australia,FMLE,Female,84.80996,261,72,212
Life expectancy at birth (years),2013,,WPR,Western Pacific,AUS,Australia,MLE,Male,80.37016,261,72,212
Life expectancy at birth (years),2012,High_income,WPR,Western Pacific,AUS,Australia,BTSX,Both sexes,83,261,72,212
Life expectancy at birth (years),2012,High_income,WPR,Western Pacific,AUS,Australia,FMLE,Female,85,261,72,212
Life expectancy at birth (years),2012,High_income,WPR,Western Pacific,AUS,Australia,MLE,Male,81,261,72,212
Life expectancy at birth (years),2000,High_income,WPR,Western Pacific,AUS,Australia,BTSX,Both sexes,80,261,72,212
Life expectancy at birth (years),2000,High_income,WPR,Western Pacific,AUS,Australia,FMLE,Female,83,261,72,212
Life expectancy at birth (years),2000,High_income,WPR,Western Pacific,AUS,Australia,MLE,Male,77,261,72,212
Life expectancy at birth (years),1990,High_income,WPR,Western Pacific,AUS,Australia,BTSX,Both sexes,77,261,72,212
Life expectancy at birth (years),1990,High_income,WPR,Western Pacific,AUS,Australia,FMLE,Female,80,261,72,212
Life expectancy at birth (years),1990,High_income,WPR,Western Pacific,AUS,Australia,MLE,Male,74,261,72,212
Healthy life expectancy (HALE) at birth (years),2013,High_income,WPR,Western Pacific,AUS,Australia,BTSX,Both sexes,72.6,261,72,212
Healthy life expectancy (HALE) at birth (years),2013,High_income,WPR,Western Pacific,AUS,Australia,FMLE,Female,74.1,261,72,212
Healthy life expectancy (HALE) at birth (years),2013,High_income,WPR,Western Pacific,AUS,Australia,MLE,Male,71.1,261,72,212
Healthy life expectancy (HALE) at birth (years),2012,High_income,WPR,Western Pacific,AUS,Australia,BTSX,Both sexes,72.5,261,72,212
Healthy life expectancy (HALE) at birth (years),2012,High_income,WPR,Western Pacific,AUS,Australia,FMLE,Female,73.9,261,72,212
Healthy life expectancy (HALE) at birth (years),2012,High_income,WPR,Western Pacific,AUS,Australia,MLE,Male,71.1,261,72,212
Healthy life expectancy (HALE) at birth (years),2000,High_income,WPR,Western Pacific,AUS,Australia,BTSX,Both sexes,70.1,261,72,212
Healthy life expectancy (HALE) at birth (years),2000,High_income,WPR,Western Pacific,AUS,Australia,FMLE,Female,72.1,261,72,212
Healthy life expectancy (HALE) at birth (years),2000,High_income,WPR,Western Pacific,AUS,Australia,MLE,Male,68.1,261,72,212
Life expectancy at age 60 (years),2013,,WPR,Western Pacific,AUS,Australia,BTSX,Both sexes,25.37798,261,72,212
Life expectancy at age 60 (years),2013,,WPR,Western Pacific,AUS,Australia,FMLE,Female,26.94869,261,72,212
Life expectancy at age 60 (years),2013,,WPR,Western Pacific,AUS,Australia,MLE,Male,23.741,261,72,212
Life expectancy at age 60 (years),2012,High_income,WPR,Western Pacific,AUS,Australia,BTSX,Both sexes,25,261,72,212
Life expectancy at age 60 (years),2012,High_income,WPR,Western Pacific,AUS,Australia,FMLE,Female,27,261,72,212
Life expectancy at age 60 (years),2012,High_income,WPR,Western Pacific,AUS,Australia,MLE,Male,24,261,72,212
Life expectancy at age 60 (years),2000,High_income,WPR,Western Pacific,AUS,Australia,BTSX,Both sexes,23,261,72,212
Life expectancy at age 60 (years),2000,High_income,WPR,Western Pacific,AUS,Australia,FMLE,Female,25,261,72,212
Life expectancy at age 60 (years),2000,High_income,WPR,Western Pacific,AUS,Australia,MLE,Male,21,261,72,212
Life expectancy at age 60 (years),1990,High_income,WPR,Western Pacific,AUS,Australia,BTSX,Both sexes,21,261,72,212
Life expectancy at age 60 (years),1990,High_income,WPR,Western Pacific,AUS,Australia,FMLE,Female,23,261,72,212
Life expectancy at age 60 (years),1990,High_income,WPR,Western Pacific,AUS,Australia,MLE,Male,19,261,72,212
Life expectancy at birth (years),2013,,EUR,Europe,AUT,Austria,BTSX,Both sexes,81.31606,279,75,191
Life expectancy at birth (years),2013,,EUR,Europe,AUT,Austria,FMLE,Female,83.9359,279,75,191
Life expectancy at birth (years),2013,,EUR,Europe,AUT,Austria,MLE,Male,78.56786,279,75,191
Life expectancy at birth (years),2012,High_income,EUR,Europe,AUT,Austria,BTSX,Both sexes,81,279,75,191
Life expectancy at birth (years),2012,High_income,EUR,Europe,AUT,Austria,FMLE,Female,83,279,75,191
Life expectancy at birth (years),2012,High_income,EUR,Europe,AUT,Austria,MLE,Male,78,279,75,191
Life expectancy at birth (years),2000,High_income,EUR,Europe,AUT,Austria,BTSX,Both sexes,78,279,75,191
Life expectancy at birth (years),2000,High_income,EUR,Europe,AUT,Austria,FMLE,Female,81,279,75,191
Life expectancy at birth (years),2000,High_income,EUR,Europe,AUT,Austria,MLE,Male,75,279,75,191
Life expectancy at birth (years),1990,High_income,EUR,Europe,AUT,Austria,BTSX,Both sexes,76,279,75,191
Life expectancy at birth (years),1990,High_income,EUR,Europe,AUT,Austria,FMLE,Female,79,279,75,191
Life expectancy at birth (years),1990,High_income,EUR,Europe,AUT,Austria,MLE,Male,72,279,75,191
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,AUT,Austria,BTSX,Both sexes,70.6,279,75,191
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,AUT,Austria,FMLE,Female,72.7,279,75,191
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,AUT,Austria,MLE,Male,68.5,279,75,191
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,AUT,Austria,BTSX,Both sexes,70.4,279,75,191
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,AUT,Austria,FMLE,Female,72.4,279,75,191
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,AUT,Austria,MLE,Male,68.4,279,75,191
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,AUT,Austria,BTSX,Both sexes,68.6,279,75,191
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,AUT,Austria,FMLE,Female,70.9,279,75,191
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,AUT,Austria,MLE,Male,66.2,279,75,191
Life expectancy at age 60 (years),2013,,EUR,Europe,AUT,Austria,BTSX,Both sexes,24.11444,279,75,191
Life expectancy at age 60 (years),2013,,EUR,Europe,AUT,Austria,FMLE,Female,25.99659,279,75,191
Life expectancy at age 60 (years),2013,,EUR,Europe,AUT,Austria,MLE,Male,21.97822,279,75,191
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,AUT,Austria,BTSX,Both sexes,24,279,75,191
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,AUT,Austria,FMLE,Female,25,279,75,191
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,AUT,Austria,MLE,Male,22,279,75,191
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,AUT,Austria,BTSX,Both sexes,22,279,75,191
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,AUT,Austria,FMLE,Female,24,279,75,191
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,AUT,Austria,MLE,Male,20,279,75,191
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,AUT,Austria,BTSX,Both sexes,21,279,75,191
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,AUT,Austria,FMLE,Female,22,279,75,191
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,AUT,Austria,MLE,Male,18,279,75,191
Life expectancy at birth (years),2013,,EUR,Europe,AZE,Azerbaijan,BTSX,Both sexes,72.4111,21,46,5
Life expectancy at birth (years),2013,,EUR,Europe,AZE,Azerbaijan,FMLE,Female,75.14409,21,46,5
Life expectancy at birth (years),2013,,EUR,Europe,AZE,Azerbaijan,MLE,Male,69.63464,21,46,5
Life expectancy at birth (years),2012,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,BTSX,Both sexes,72,21,46,5
Life expectancy at birth (years),2012,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,FMLE,Female,75,21,46,5
Life expectancy at birth (years),2012,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,MLE,Male,69,21,46,5
Life expectancy at birth (years),2000,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,BTSX,Both sexes,66,21,46,5
Life expectancy at birth (years),2000,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,FMLE,Female,69,21,46,5
Life expectancy at birth (years),2000,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,MLE,Male,64,21,46,5
Life expectancy at birth (years),1990,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,BTSX,Both sexes,63,21,46,5
Life expectancy at birth (years),1990,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,FMLE,Female,66,21,46,5
Life expectancy at birth (years),1990,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,MLE,Male,60,21,46,5
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,BTSX,Both sexes,63.3,21,46,5
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,FMLE,Female,65.4,21,46,5
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,MLE,Male,61.2,21,46,5
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,BTSX,Both sexes,63,21,46,5
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,FMLE,Female,65.1,21,46,5
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,MLE,Male,60.9,21,46,5
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,BTSX,Both sexes,57.7,21,46,5
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,FMLE,Female,59.6,21,46,5
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,MLE,Male,55.7,21,46,5
Life expectancy at age 60 (years),2013,,EUR,Europe,AZE,Azerbaijan,BTSX,Both sexes,18.88105,21,46,5
Life expectancy at age 60 (years),2013,,EUR,Europe,AZE,Azerbaijan,FMLE,Female,20.27881,21,46,5
Life expectancy at age 60 (years),2013,,EUR,Europe,AZE,Azerbaijan,MLE,Male,17.26687,21,46,5
Life expectancy at age 60 (years),2012,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,BTSX,Both sexes,19,21,46,5
Life expectancy at age 60 (years),2012,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,FMLE,Female,20,21,46,5
Life expectancy at age 60 (years),2012,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,MLE,Male,17,21,46,5
Life expectancy at age 60 (years),2000,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,BTSX,Both sexes,17,21,46,5
Life expectancy at age 60 (years),2000,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,FMLE,Female,18,21,46,5
Life expectancy at age 60 (years),2000,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,MLE,Male,16,21,46,5
Life expectancy at age 60 (years),1990,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,BTSX,Both sexes,16,21,46,5
Life expectancy at age 60 (years),1990,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,FMLE,Female,17,21,46,5
Life expectancy at age 60 (years),1990,Lower_middle_income,EUR,Europe,AZE,Azerbaijan,MLE,Male,15,21,46,5
Life expectancy at birth (years),2013,,AMR,Americas,BHS,Bahamas,BTSX,Both sexes,75.52535,122,176,149
Life expectancy at birth (years),2013,,AMR,Americas,BHS,Bahamas,FMLE,Female,78.30492,122,176,149
Life expectancy at birth (years),2013,,AMR,Americas,BHS,Bahamas,MLE,Male,72.60206,122,176,149
Life expectancy at birth (years),2012,High_income,AMR,Americas,BHS,Bahamas,BTSX,Both sexes,75,122,176,149
Life expectancy at birth (years),2012,High_income,AMR,Americas,BHS,Bahamas,FMLE,Female,78,122,176,149
Life expectancy at birth (years),2012,High_income,AMR,Americas,BHS,Bahamas,MLE,Male,72,122,176,149
Life expectancy at birth (years),2000,High_income,AMR,Americas,BHS,Bahamas,BTSX,Both sexes,73,122,176,149
Life expectancy at birth (years),2000,High_income,AMR,Americas,BHS,Bahamas,FMLE,Female,76,122,176,149
Life expectancy at birth (years),2000,High_income,AMR,Americas,BHS,Bahamas,MLE,Male,69,122,176,149
Life expectancy at birth (years),1990,High_income,AMR,Americas,BHS,Bahamas,BTSX,Both sexes,72,122,176,149
Life expectancy at birth (years),1990,High_income,AMR,Americas,BHS,Bahamas,FMLE,Female,74,122,176,149
Life expectancy at birth (years),1990,High_income,AMR,Americas,BHS,Bahamas,MLE,Male,69,122,176,149
Healthy life expectancy (HALE) at birth (years),2013,High_income,AMR,Americas,BHS,Bahamas,BTSX,Both sexes,64.4,122,176,149
Healthy life expectancy (HALE) at birth (years),2013,High_income,AMR,Americas,BHS,Bahamas,FMLE,Female,66.7,122,176,149
Healthy life expectancy (HALE) at birth (years),2013,High_income,AMR,Americas,BHS,Bahamas,MLE,Male,62,122,176,149
Healthy life expectancy (HALE) at birth (years),2012,High_income,AMR,Americas,BHS,Bahamas,BTSX,Both sexes,64.3,122,176,149
Healthy life expectancy (HALE) at birth (years),2012,High_income,AMR,Americas,BHS,Bahamas,FMLE,Female,66.5,122,176,149
Healthy life expectancy (HALE) at birth (years),2012,High_income,AMR,Americas,BHS,Bahamas,MLE,Male,62,122,176,149
Healthy life expectancy (HALE) at birth (years),2000,High_income,AMR,Americas,BHS,Bahamas,BTSX,Both sexes,62.8,122,176,149
Healthy life expectancy (HALE) at birth (years),2000,High_income,AMR,Americas,BHS,Bahamas,FMLE,Female,65,122,176,149
Healthy life expectancy (HALE) at birth (years),2000,High_income,AMR,Americas,BHS,Bahamas,MLE,Male,60.6,122,176,149
Life expectancy at age 60 (years),2013,,AMR,Americas,BHS,Bahamas,BTSX,Both sexes,20.94544,122,176,149
Life expectancy at age 60 (years),2013,,AMR,Americas,BHS,Bahamas,FMLE,Female,23.00125,122,176,149
Life expectancy at age 60 (years),2013,,AMR,Americas,BHS,Bahamas,MLE,Male,18.62145,122,176,149
Life expectancy at age 60 (years),2012,High_income,AMR,Americas,BHS,Bahamas,BTSX,Both sexes,21,122,176,149
Life expectancy at age 60 (years),2012,High_income,AMR,Americas,BHS,Bahamas,FMLE,Female,23,122,176,149
Life expectancy at age 60 (years),2012,High_income,AMR,Americas,BHS,Bahamas,MLE,Male,19,122,176,149
Life expectancy at age 60 (years),2000,High_income,AMR,Americas,BHS,Bahamas,BTSX,Both sexes,21,122,176,149
Life expectancy at age 60 (years),2000,High_income,AMR,Americas,BHS,Bahamas,FMLE,Female,23,122,176,149
Life expectancy at age 60 (years),2000,High_income,AMR,Americas,BHS,Bahamas,MLE,Male,18,122,176,149
Life expectancy at age 60 (years),1990,High_income,AMR,Americas,BHS,Bahamas,BTSX,Both sexes,19,122,176,149
Life expectancy at age 60 (years),1990,High_income,AMR,Americas,BHS,Bahamas,FMLE,Female,20,122,176,149
Life expectancy at age 60 (years),1990,High_income,AMR,Americas,BHS,Bahamas,MLE,Male,17,122,176,149
Life expectancy at birth (years),2013,,EMR,Eastern Mediterranean,BHR,Bahrain,BTSX,Both sexes,77.24355,42,63,7
Life expectancy at birth (years),2013,,EMR,Eastern Mediterranean,BHR,Bahrain,FMLE,Female,78.34476,42,63,7
Life expectancy at birth (years),2013,,EMR,Eastern Mediterranean,BHR,Bahrain,MLE,Male,76.38251,42,63,7
Life expectancy at birth (years),2012,High_income,EMR,Eastern Mediterranean,BHR,Bahrain,BTSX,Both sexes,77,42,63,7
Life expectancy at birth (years),2012,High_income,EMR,Eastern Mediterranean,BHR,Bahrain,FMLE,Female,78,42,63,7
Life expectancy at birth (years),2012,High_income,EMR,Eastern Mediterranean,BHR,Bahrain,MLE,Male,76,42,63,7
Life expectancy at birth (years),2000,High_income,EMR,Eastern Mediterranean,BHR,Bahrain,BTSX,Both sexes,74,42,63,7
Life expectancy at birth (years),2000,High_income,EMR,Eastern Mediterranean,BHR,Bahrain,FMLE,Female,76,42,63,7
Life expectancy at birth (years),2000,High_income,EMR,Eastern Mediterranean,BHR,Bahrain,MLE,Male,73,42,63,7
